scenario,ebno_db,best_ber_classical_receiver,best_ber_classical,ber_upair,ber_ratio_best_classical_over_upair,best_bler_classical_receiver,best_bler_classical,bler_upair,bler_ratio_best_classical_over_upair,best_nmse_classical_receiver,best_nmse_classical,nmse_upair,nmse_ratio_best_classical_over_upair
Mild main,10.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0215279696967627,0.0054516401760338,3.948897763172774
Mild main,11.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0187218588143878,0.0049119724699266,3.811474703698322
Mild main,12.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0164697417530987,0.0044665154796348,3.6873804262389647
Mild main,13.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0146886830107177,0.004096179939097,3.585946718433422
Mild main,14.0,baseline_ddcpe_ls_lmmse,4.7768261415738585e-06,1.0788017976368572e-06,4.427899686520377,,,,,baseline_ddcpe_ls_lmmse,0.0133049474870858,0.0038136971047606,3.488726849984328
Mild clean,0.0,paper_cfgres_phaseaware_ls_lmmse,0.1744916997057326,0.1601763245061779,1.0893726038706961,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.1076114475436043,0.029049040589598,3.7044751000189056
Mild clean,1.0,paper_cfgres_phaseaware_ls_lmmse,0.1529202630333866,0.1356842162761282,1.1270305952328432,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.0960745559714268,0.0227633065733243,4.220588764727791
Mild clean,2.0,baseline_ddcpe_ls_lmmse,0.1288715592512847,0.1052097090592621,1.2249017738343375,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.087144939956488,0.0183074396627489,4.760083417552174
Mild clean,3.0,baseline_ddcpe_ls_lmmse,0.0942276352686239,0.0507107051551764,1.8581408990524642,baseline_ls_lmmse,1.0,0.9285888671875,1.0769028526357303,baseline_ddcpe_ls_lmmse,0.0771454669302329,0.0148484127130359,5.195536278601982
Mild clean,4.0,baseline_ddcpe_ls_lmmse,0.0380774423585715,0.0079243910228106,4.80509382348302,baseline_ddcpe_ls_lmmse,0.7550455729166666,0.2138671875,3.530441400304414,baseline_ddcpe_ls_lmmse,0.0631618114857701,0.0122675564234668,5.148687261380505
Mild clean,5.0,baseline_ddcpe_ls_lmmse,0.0066875768891463,0.0008607417979138,7.769550526482083,baseline_ddcpe_ls_lmmse,0.1786295572916666,0.0254313151041666,7.024000000000016,baseline_ddcpe_ls_lmmse,0.0518963711656397,0.0102880905542406,5.044315161499894
Mild clean,6.0,baseline_ddcpe_ls_lmmse,0.0009390167035825,0.0001106084609412,8.489555822331583,baseline_ddcpe_ls_lmmse,0.0265848670756646,0.0031952965235173,8.320000000000208,baseline_ddcpe_ls_lmmse,0.0426982677330268,0.0087416740562881,4.884449758489095
Mild clean,7.0,baseline_ddcpe_ls_lmmse,0.0001585348278072,1.3265203922352892e-05,11.951179094959603,baseline_ddcpe_ls_lmmse,0.004364013671875,0.0004374186197916,9.976744186048032,baseline_ddcpe_ls_lmmse,0.0353036264677939,0.0075283322676114,4.689435217900535
Mild clean,8.0,baseline_ddcpe_ls_lmmse,4.4100673486154976e-05,4.457243790863254e-06,9.894157814871017,,,,,baseline_ddcpe_ls_lmmse,0.029504706744774,0.0065836750418384,4.481494994402886
Mild clean,9.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0249059050875075,0.0058172077392555,4.281419231332972
Mild clean,10.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.021300090898876,0.0051796175384879,4.112290287960951
Mild clean,11.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0185003469287039,0.004676753563217,3.9558096612595643
Mild clean,12.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0162744492254205,0.004252215084989,3.8272874020112275
Mild clean,13.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0145375222955408,0.0039013222865378,3.7263064232619496
Mild clean,14.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0131473737392298,0.0036043815180164,3.6476087987670063
Mild DMRS-rich,0.0,paper_cfgres_phaseaware_ls_lmmse,0.172082080397495,0.1630279925442481,1.0555370136867108,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.0708289893518667,0.0178433853507158,3.9694815731267803
Mild DMRS-rich,1.0,paper_cfgres_phaseaware_ls_lmmse,0.1497848126315331,0.1397651849791061,1.0716890093475344,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.059171654342208,0.0140815500235476,4.202069675799848
Mild DMRS-rich,2.0,paper_cfgres_phaseaware_ls_lmmse,0.1251899068669755,0.1117638358774111,1.1201289387051003,baseline_ls_lmmse,1.0,1.0,1.0,paper_cfgres_phaseaware_ls_lmmse,0.0499135127320187,0.0112591733413864,4.433141867400417
Mild DMRS-rich,3.0,paper_cfgres_phaseaware_ls_lmmse,0.0923993901688923,0.063156246214874,1.463028531723141,baseline_ls_lmmse,1.0,0.9806315104166666,1.0197510373443983,paper_cfgres_phaseaware_ls_lmmse,0.0425364590046228,0.0090930929763999,4.677886733922263
Mild DMRS-rich,4.0,paper_cfgres_phaseaware_ls_lmmse,0.0335868051809858,0.0104503261950588,3.2139480198107653,paper_cfgres_phaseaware_ls_lmmse,0.647216796875,0.2568766276041667,2.5195628069063836,paper_cfgres_phaseaware_ls_lmmse,0.0366386468376731,0.0074354995940666,4.927529935837816
Mild DMRS-rich,5.0,baseline_ls_lmmse,0.005382641341335,0.0011202568231627,4.804827991262549,baseline_ls_lmmse,0.1318766276041666,0.0277506510416666,4.752199413489746,paper_cfgres_phaseaware_ls_lmmse,0.0319397273706272,0.0061296909661905,5.210658668894886
Mild DMRS-rich,6.0,baseline_ls_lmmse,0.0006001919156476,0.000104985728882,5.716890495871044,baseline_ls_lmmse,0.0152220630372492,0.0029847182425978,5.100000000000141,paper_cfgres_phaseaware_ls_lmmse,0.0282456693066054,0.0050978461096335,5.540706545305282
Mild DMRS-rich,7.0,baseline_ls_lmmse,5.6911808575770654e-05,8.557193963102593e-06,6.650755939524838,baseline_ddcpe_ls_lmmse,0.0016276041666666,0.000244140625,6.666666666666393,paper_cfgres_phaseaware_ls_lmmse,0.0252435786806017,0.0042641534826088,5.919950767146808
Mild DMRS-rich,8.0,baseline_ls_lmmse,6.163767141889232e-06,3.2047892725744915e-06,1.9232987312572085,,,,,paper_cfgres_phaseaware_ls_lmmse,0.0228983406286715,0.0035942268802955,6.37086677922483
Mild DMRS-rich,9.0,,,,,,,,,baseline_ls_lmmse,0.0196290315307123,0.0030558349424154,6.42345934927921
Mild DMRS-rich,10.0,,,,,,,,,baseline_ls_lmmse,0.0163818103283119,0.0026162963520164,6.261450586699136
Mild DMRS-rich,11.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0137878877494586,0.0022527152070779,6.12056406692593
Mild DMRS-rich,12.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0117461838217423,0.0019594396595721,5.994664732011914
Mild DMRS-rich,13.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0101078962552492,0.0017111892460661,5.90694236682852
Mild DMRS-rich,14.0,,,,,,,,,baseline_ddcpe_ls_lmmse,0.0088224226747115,0.001509302451609,5.845364304090481
